index,id,original_title,genres,keywords,cast,director,combine
3401,78381,Twixt,Horror Thriller,sheriff vampire orphanage writer edgar allen poe,Val Kilmer Bruce Dern Ben Chaplin Elle Fanning Joanne Whalley,Francis Ford Coppola,Horror Thriller sheriff vampire orphanage writer edgar allen poe Val Kilmer Bruce Dern Ben Chaplin Elle Fanning Joanne WhalleyFrancis Ford Coppola
3402,164372,Снежная королева,Animation Fantasy,,Ivan Okhlobystin Dmitriy Nagiev Lyudmila Artemeva Anna Ardova Elizaveta Arzamasova,Vladlen Barbe,Animation Fantasy  Ivan Okhlobystin Dmitriy Nagiev Lyudmila Artemeva Anna Ardova Elizaveta ArzamasovaVladlen Barbe
3403,294512,Alpha and Omega: The Legend of the Saw Tooth Cave,Family Animation Comedy Adventure,,Dee Dee Greene Ben Diskin Lindsay Torrance Kate Higgins Christopher Corey Smith,Richard Rich,Family Animation Comedy Adventure  Dee Dee Greene Ben Diskin Lindsay Torrance Kate Higgins Christopher Corey SmithRichard Rich
3404,8879,Pale Rider,Romance Western,gunslinger showdown marshal blackmail mine,Clint Eastwood Michael Moriarty Carrie Snodgress Chris Penn Richard Dysart,Clint Eastwood,Romance Western gunslinger showdown marshal blackmail mine Clint Eastwood Michael Moriarty Carrie Snodgress Chris Penn Richard DysartClint Eastwood
3405,13001,Stargate: The Ark of Truth,Adventure Science Fiction,wormhole space travel supernatural powers spaceship alien,Ben Browder Amanda Tapping Christopher Judge Michael Shanks Beau Bridges,Robert C. Cooper,Adventure Science Fiction wormhole space travel supernatural powers spaceship alien Ben Browder Amanda Tapping Christopher Judge Michael Shanks Beau BridgesRobert C. Cooper
3406,9571,Dazed and Confused,Comedy Drama,1970s texas high school comedy coming of age,Jason London Rory Cochrane Wiley Wiggins Sasha Jenson Michelle Burke,Richard Linklater,Comedy Drama 1970s texas high school comedy coming of age Jason London Rory Cochrane Wiley Wiggins Sasha Jenson Michelle BurkeRichard Linklater
3407,13649,High School Musical 2,Comedy Drama Family Music,musical music summer teenager summer job,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,Kenny Ortega,Comedy Drama Family Music musical music summer teenager summer job Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin BleuKenny Ortega
3408,325373,Two Lovers and a Bear,Drama Romance,small town lovers bear north pole,Dane DeHaan Tatiana Maslany Gordon Pinsent John Ralston Joel Gagne,Kim Nguyen,Drama Romance small town lovers bear north pole Dane DeHaan Tatiana Maslany Gordon Pinsent John Ralston Joel GagneKim Nguyen
3409,334527,Criminal Activities,Thriller Crime Drama,mobster money problems borrow trouble classmates,Dan Stevens John Travolta Michael Pitt Jackie Earle Haley Travis Aaron Wade,Jackie Earle Haley,Thriller Crime Drama mobster money problems borrow trouble classmates Dan Stevens John Travolta Michael Pitt Jackie Earle Haley Travis Aaron WadeJackie Earle Haley
3410,2211,Aimee & Jaguar,Drama History Romance,berlin jew forbidden love lesbian relationship homosexuality,Maria Schrader Juliane K\u00f6hler Johanna Wokalek Heike Makatsch Elisabeth Degen,Max F\u00e4rberb\u00f6ck,Drama History Romance berlin jew forbidden love lesbian relationship homosexuality Maria Schrader Juliane K\u00f6hler Johanna Wokalek Heike Makatsch Elisabeth DegenMax F\u00e4rberb\u00f6ck
3411,13919,The Chumscrubber,Comedy Drama,suicide father son relationship surreal independent film parallel world,Jamie Bell Camilla Belle Justin Chatwin Glenn Close Kathi Copeland,Arie Posin,Comedy Drama suicide father son relationship surreal independent film parallel world Jamie Bell Camilla Belle Justin Chatwin Glenn Close Kathi CopelandArie Posin
3412,14576,Shade,Action Thriller Crime,,Stuart Townsend Gabriel Byrne Thandie Newton Jamie Foxx Roger Guenveur Smith,Damian Nieman,Action Thriller Crime  Stuart Townsend Gabriel Byrne Thandie Newton Jamie Foxx Roger Guenveur SmithDamian Nieman
3413,82505,House at the End of the Street,Horror Thriller,mother daughter relationship cross dressing violence mother son relationship father son conflict,Jennifer Lawrence Max Thieriot Elisabeth Shue Gil Bellows Nolan Gerard Funk,Mark Tonderai,Horror Thriller mother daughter relationship cross dressing violence mother son relationship father son conflict Jennifer Lawrence Max Thieriot Elisabeth Shue Gil Bellows Nolan Gerard FunkMark Tonderai
3414,46738,Incendies,Drama War Mystery,prison middle east rape muslim militia,Lubna Azabal M\u00e9lissa D\u00e9sormeaux-Poulin Maxim Gaudette R\u00e9my Girard Allen Altman,Denis Villeneuve,Drama War Mystery prison middle east rape muslim militia Lubna Azabal M\u00e9lissa D\u00e9sormeaux-Poulin Maxim Gaudette R\u00e9my Girard Allen AltmanDenis Villeneuve
3415,38970,Ricordati di me,Drama Comedy Romance,eroticism,Fabrizio Bentivoglio Laura Morante Monica Bellucci Silvio Muccino Nicoletta Romanoff,Gabriele Muccino,Drama Comedy Romance eroticism Fabrizio Bentivoglio Laura Morante Monica Bellucci Silvio Muccino Nicoletta RomanoffGabriele Muccino
3416,41009,Perrier’s Bounty,Action Comedy Crime Drama,suspense,Cillian Murphy Brendan Gleeson Jim Broadbent Padraic Delaney Natalie Britton,Ian Fitzgibbon,Action Comedy Crime Drama suspense Cillian Murphy Brendan Gleeson Jim Broadbent Padraic Delaney Natalie BrittonIan Fitzgibbon
3417,7347,Tropa de Elite,Drama Action Crime,slum police brutality brazilian war on drugs rio de janeiro,Wagner Moura Caio Junqueira Andr\u00e9 Ramiro Milhem Cortaz Fernanda Machado,Jos\u00e9 Padilha,Drama Action Crime slum police brutality brazilian war on drugs rio de janeiro Wagner Moura Caio Junqueira Andr\u00e9 Ramiro Milhem Cortaz Fernanda MachadoJos\u00e9 Padilha
3418,250546,Annabelle,Horror,prequel evil doll killer doll spin off doll,Annabelle Wallis Ward Horton Tony Amendola Alfre Woodard Eric Ladin,John R. Leonetti,Horror prequel evil doll killer doll spin off doll Annabelle Wallis Ward Horton Tony Amendola Alfre Woodard Eric LadinJohn R. Leonetti
3419,38415,Bran Nue Dae,Comedy Drama Foreign Romance,musical woman director,Rocky McKenzie Geoffrey Rush Jessica Mauboy Ernie Dingo Missy Higgins,Rachel Perkins,Comedy Drama Foreign Romance musical woman director Rocky McKenzie Geoffrey Rush Jessica Mauboy Ernie Dingo Missy HigginsRachel Perkins
3420,650,Boyz n the Hood,Crime Drama,street gang black people rap music hip-hop street war,Laurence Fishburne Cuba Gooding Jr. Ice Cube Morris Chestnut Angela Bassett,John Singleton,Crime Drama street gang black people rap music hip-hop street war Laurence Fishburne Cuba Gooding Jr. Ice Cube Morris Chestnut Angela BassettJohn Singleton
3421,16620,La Bamba,Drama Music,musical death dying young nostalgic mexican american,Lou Diamond Phillips Danielle von Zerneck Elizabeth Pe\u00f1a Rosanna DeSoto Esai Morales,Luis Valdez,Drama Music musical death dying young nostalgic mexican american Lou Diamond Phillips Danielle von Zerneck Elizabeth Pe\u00f1a Rosanna DeSoto Esai MoralesLuis Valdez
3422,25113,The Four Seasons,Comedy Drama Romance,,Alan Alda Carol Burnett Len Cariou Sandy Dennis Rita Moreno,Alan Alda,Comedy Drama Romance  Alan Alda Carol Burnett Len Cariou Sandy Dennis Rita MorenoAlan Alda
3423,11033,Dressed to Kill,Horror Mystery Thriller,transvestism taxi prostitute subway shower,Michael Caine Angie Dickinson Nancy Allen Keith Gordon Dennis Franz,Brian De Palma,Horror Mystery Thriller transvestism taxi prostitute subway shower Michael Caine Angie Dickinson Nancy Allen Keith Gordon Dennis FranzBrian De Palma
3424,34723,The Adventures of Huck Finn,Action Adventure Drama Family,southern accent wanted man lynch mob reflection in water lesson,Elijah Wood Courtney B. Vance Robbie Coltrane Jason Robards Ron Perlman,Stephen Sommers,Action Adventure Drama Family southern accent wanted man lynch mob reflection in water lesson Elijah Wood Courtney B. Vance Robbie Coltrane Jason Robards Ron PerlmanStephen Sommers
3425,9430,Go,Crime Comedy Thriller,ecstasy drug dealing drug reference to family circus high,Sarah Polley Katie Holmes Jay Mohr Timothy Olyphant William Fichtner,Doug Liman,Crime Comedy Thriller ecstasy drug dealing drug reference to family circus high Sarah Polley Katie Holmes Jay Mohr Timothy Olyphant William FichtnerDoug Liman
3426,8998,Friends with Money,Comedy Drama Romance,midlife crisis marriage money divorce fashion,Catherine Keener Jason Isaacs Timm Sharp Jennifer Aniston Joan Cusack,Nicole Holofcener,Comedy Drama Romance midlife crisis marriage money divorce fashion Catherine Keener Jason Isaacs Timm Sharp Jennifer Aniston Joan CusackNicole Holofcener
3427,10514,The Andromeda Strain,Science Fiction Thriller,nasa new mexico biological weapon epilepsy secret lab,Arthur Hill David Wayne James Olson Kate Reid Paula Kelly,Robert Wise,Science Fiction Thriller nasa new mexico biological weapon epilepsy secret lab Arthur Hill David Wayne James Olson Kate Reid Paula KellyRobert Wise
3428,10496,Bats,Horror Thriller,mutation bat attack closed mine bat attack,Lou Diamond Phillips Dina Meyer Bob Gunton Leon Robinson Carlos Jacott,Louis Morneau,Horror Thriller mutation bat attack closed mine bat attack Lou Diamond Phillips Dina Meyer Bob Gunton Leon Robinson Carlos JacottLouis Morneau
3429,1591,Nirgendwo in Afrika,Drama,loss of family emigration world war ii jew national socialism,Juliane K\u00f6hler Merab Ninidze Sidede Onyulo Matthias Habich Lea Kurka,Caroline Link,Drama loss of family emigration world war ii jew national socialism Juliane K\u00f6hler Merab Ninidze Sidede Onyulo Matthias Habich Lea KurkaCaroline Link
3430,76025,Shame,Drama,pornography brother sister relationship sex addiction new york city thirty something,Michael Fassbender Carey Mulligan James Badge Dale Nicole Beharie Alex Manette,Steve McQueen,Drama pornography brother sister relationship sex addiction new york city thirty something Michael Fassbender Carey Mulligan James Badge Dale Nicole Beharie Alex ManetteSteve McQueen
3431,4836,Layer Cake,Drama Thriller Crime,kidnapping ecstasy drug traffic drug mule hitman,Daniel Craig Tom Hardy Colm Meaney George Harris Sally Hawkins,Matthew Vaughn,Drama Thriller Crime kidnapping ecstasy drug traffic drug mule hitman Daniel Craig Tom Hardy Colm Meaney George Harris Sally HawkinsMatthew Vaughn
3432,14631,The Work and the Glory II: American Zion,Drama,,Sam Hennings Brenda Strong Eric Johnson Alexander Carroll Brighton Hertford,Sterling Van Wagenen,Drama  Sam Hennings Brenda Strong Eric Johnson Alexander Carroll Brighton HertfordSterling Van Wagenen
3433,87499,The East,Drama Thriller,secret organization murder environmentalism vanity film eco-terrorists,Brit Marling Alexander Skarsg\u00e5rd Ellen Page Toby Kebbell Shiloh Fernandez,Zal Batmanglij,Drama Thriller secret organization murder environmentalism vanity film eco-terrorists Brit Marling Alexander Skarsg\u00e5rd Ellen Page Toby Kebbell Shiloh FernandezZal Batmanglij
3434,18923,A Home at the End of the World,Romance Drama,gay aids based on novel art house tantrum,Colin Farrell Dallas Roberts Robin Wright Sissy Spacek Ryan Donowho,Michael Mayer,Romance Drama gay aids based on novel art house tantrum Colin Farrell Dallas Roberts Robin Wright Sissy Spacek Ryan DonowhoMichael Mayer
3435,26665,Aberdeen,Drama Comedy Foreign,alcohol cocaine daughter road trip independent film,Stellan Skarsg\u00e5rd Lena Headey Ian Hart Charlotte Rampling Louise Goodall,Hans Petter Moland,Drama Comedy Foreign alcohol cocaine daughter road trip independent film Stellan Skarsg\u00e5rd Lena Headey Ian Hart Charlotte Rampling Louise GoodallHans Petter Moland
3436,28089,The Messenger,Drama History,independent film wounded soldier iraq war,Ben Foster Woody Harrelson Jena Malone Eamonn Walker Samantha Morton,Oren Moverman,Drama History independent film wounded soldier iraq war Ben Foster Woody Harrelson Jena Malone Eamonn Walker Samantha MortonOren Moverman
3437,62255,Tracker,Action Drama Thriller Adventure,,Ray Winstone Temuera Morrison Andy Anderson Gareth Reeves Mark Mitchinson,Ian Sharp,Action Drama Thriller Adventure  Ray Winstone Temuera Morrison Andy Anderson Gareth Reeves Mark MitchinsonIan Sharp
3438,5708,Control,Drama,manchester city medicine new love epilepsy wife,Sam Riley Samantha Morton Alexandra Maria Lara Joe Anderson James Anthony Pearson,Anton Corbijn,Drama manchester city medicine new love epilepsy wife Sam Riley Samantha Morton Alexandra Maria Lara Joe Anderson James Anthony PearsonAnton Corbijn
3439,218,The Terminator,Action Thriller Science Fiction,saving the world artificial intelligence rebel cyborg shotgun,Arnold Schwarzenegger Michael Biehn Linda Hamilton Paul Winfield Lance Henriksen,James Cameron,Action Thriller Science Fiction saving the world artificial intelligence rebel cyborg shotgun Arnold Schwarzenegger Michael Biehn Linda Hamilton Paul Winfield Lance HenriksenJames Cameron
3440,338,"Good bye, Lenin!",Comedy Drama Romance,bureaucracy berlin wall police state coma loss of mother,Daniel Br\u00fchl Katrin Sass Chulpan Khamatova Maria Simon Florian Lukas,Wolfgang Becker,Comedy Drama Romance bureaucracy berlin wall police state coma loss of mother Daniel Br\u00fchl Katrin Sass Chulpan Khamatova Maria Simon Florian LukasWolfgang Becker
3441,21641,The Damned United,Drama,england leeds united sport brighton soccer,Michael Sheen Timothy Spall Colm Meaney Jim Broadbent Maurice Roeves,Tom Hooper,Drama england leeds united sport brighton soccer Michael Sheen Timothy Spall Colm Meaney Jim Broadbent Maurice RoevesTom Hooper
3442,10925,The Return of the Living Dead,Comedy Horror,female nudity crematorium nudity punk company,Clu Gulager James Karen Don Calfa Thom Mathews John Philbin,Dan O'Bannon,Comedy Horror female nudity crematorium nudity punk company Clu Gulager James Karen Don Calfa Thom Mathews John PhilbinDan O'Bannon
3443,2293,Mallrats,Romance Comedy,sex game show slacker shopping mall,Jason Lee Jeremy London Shannen Doherty Claire Forlani Ben Affleck,Kevin Smith,Romance Comedy sex game show slacker shopping mall Jason Lee Jeremy London Shannen Doherty Claire Forlani Ben AffleckKevin Smith
3444,621,Grease,Romance,flying car street gang running graduation musical,John Travolta Olivia Newton-John Stockard Channing Jeff Conaway Didi Conn,Randal Kleiser,Romance flying car street gang running graduation musical John Travolta Olivia Newton-John Stockard Channing Jeff Conaway Didi ConnRandal Kleiser
3445,792,Platoon,Drama War Action,famous score hero mine vietnam war village,Tom Berenger Charlie Sheen Willem Dafoe Forest Whitaker John C. McGinley,Oliver Stone,Drama War Action famous score hero mine vietnam war village Tom Berenger Charlie Sheen Willem Dafoe Forest Whitaker John C. McGinleyOliver Stone
3446,1777,Fahrenheit 9/11,Documentary,usa president jihad saudi arabia war on terror iraq,Robert De Niro Michael Moore George W. Bush Ben Affleck Stevie Wonder,Michael Moore,Documentary usa president jihad saudi arabia war on terror iraq Robert De Niro Michael Moore George W. Bush Ben Affleck Stevie WonderMichael Moore
3447,642,Butch Cassidy and the Sundance Kid,History Drama Western Crime,wyoming historical figure loot sharing,Paul Newman Robert Redford Katharine Ross Strother Martin Henry Jones,George Roy Hill,History Drama Western Crime wyoming historical figure loot sharing Paul Newman Robert Redford Katharine Ross Strother Martin Henry JonesGeorge Roy Hill
3448,433,Mary Poppins,Comedy Family Fantasy,london england dancing parents kids relationship bank brother sister relationship,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns Hermione Baddeley,Robert Stevenson,Comedy Family Fantasy london england dancing parents kids relationship bank brother sister relationship Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns Hermione BaddeleyRobert Stevenson
3449,16619,Ordinary People,Drama,post traumatic stress  disorder depression suicide attempt grief dysfunctional family,Donald Sutherland Mary Tyler Moore Judd Hirsch Timothy Hutton M. Emmet Walsh,Robert Redford,Drama post traumatic stress  disorder depression suicide attempt grief dysfunctional family Donald Sutherland Mary Tyler Moore Judd Hirsch Timothy Hutton M. Emmet WalshRobert Redford
3450,1725,West Side Story,Crime Drama Music,slum street gang love at first sight showdown puerto rican,Natalie Wood Richard Beymer Russ Tamblyn Rita Moreno George Chakiris,Robert Wise,Crime Drama Music slum street gang love at first sight showdown puerto rican Natalie Wood Richard Beymer Russ Tamblyn Rita Moreno George ChakirisRobert Wise
3451,11977,Caddyshack,Comedy,golf underwear sport golf course gopher,Chevy Chase Rodney Dangerfield Ted Knight Michael O'Keefe Bill Murray,Harold Ramis,Comedy golf underwear sport golf course gopher Chevy Chase Rodney Dangerfield Ted Knight Michael O'Keefe Bill MurrayHarold Ramis
3452,20322,The Brothers,Comedy Drama Romance,independent film track and field gangster rap,Morris Chestnut D. L. Hughley Bill Bellamy Shemar Moore Tatyana Ali,Gary Hardwick,Comedy Drama Romance independent film track and field gangster rap Morris Chestnut D. L. Hughley Bill Bellamy Shemar Moore Tatyana AliGary Hardwick
3453,16158,The Wood,Comedy Drama Romance,,Omar Epps Richard T. Jones Taye Diggs Malinda Williams Sean Nelson,Rick Famuyiwa,Comedy Drama Romance  Omar Epps Richard T. Jones Taye Diggs Malinda Williams Sean NelsonRick Famuyiwa
3454,629,The Usual Suspects,Drama Crime Thriller,law relatives theft criminal criminal mastermind,Stephen Baldwin Gabriel Byrne Chazz Palminteri Kevin Pollak Pete Postlethwaite,Bryan Singer,Drama Crime Thriller law relatives theft criminal criminal mastermind Stephen Baldwin Gabriel Byrne Chazz Palminteri Kevin Pollak Pete PostlethwaiteBryan Singer
3455,10160,A Nightmare on Elm Street 5: The Dream Child,Horror Thriller,nun baby monster asylum nightmare,Robert Englund Lisa Wilcox Erika Anderson Valorie Armstrong Michael Ashton,Stephen Hopkins,Horror Thriller nun baby monster asylum nightmare Robert Englund Lisa Wilcox Erika Anderson Valorie Armstrong Michael AshtonStephen Hopkins
3456,11452,National Lampoon’s Van Wilder,Comedy Romance,male nudity female nudity sex college locker room,Ryan Reynolds Tara Reid Tim Matheson Kal Penn Simon Helberg,Walt Becker,Comedy Romance male nudity female nudity sex college locker room Ryan Reynolds Tara Reid Tim Matheson Kal Penn Simon HelbergWalt Becker
3457,12163,The Wrestler,Drama Romance,supermarket heart attack ambition daughter wrestling,Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis Todd Barry,Darren Aronofsky,Drama Romance supermarket heart attack ambition daughter wrestling Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis Todd BarryDarren Aronofsky
3458,32275,Duel in the Sun,Western,half breed,Jennifer Jones Joseph Cotten Gregory Peck Lionel Barrymore Herbert Marshall,King Vidor,Western half breed Jennifer Jones Joseph Cotten Gregory Peck Lionel Barrymore Herbert MarshallKing Vidor
3459,13785,Best in Show,Comedy,illinois pet shop poodle independent film mockumentary,Jay Brazeau Parker Posey Michael Hitchcock Catherine O'Hara Eugene Levy,Christopher Guest,Comedy illinois pet shop poodle independent film mockumentary Jay Brazeau Parker Posey Michael Hitchcock Catherine O'Hara Eugene LevyChristopher Guest
3460,1103,Escape from New York,Science Fiction Action,taxi street gang usa president war veteran hostage,Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence Isaac Hayes,John Carpenter,Science Fiction Action taxi street gang usa president war veteran hostage Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence Isaac HayesJohn Carpenter
3461,36739,School Daze,Comedy Drama,musical,Samuel L. Jackson Laurence Fishburne Giancarlo Esposito Tisha Campbell-Martin Ossie Davis,Spike Lee,Comedy Drama musical Samuel L. Jackson Laurence Fishburne Giancarlo Esposito Tisha Campbell-Martin Ossie DavisSpike Lee
3462,14144,Daddy Day Camp,Comedy Family,competition grandfather grandson relationship vomit summer camp toilet,Cuba Gooding Jr. Tamala Jones Paul Rae Lochlyn Munro Richard Gant,Fred Savage,Comedy Family competition grandfather grandson relationship vomit summer camp toilet Cuba Gooding Jr. Tamala Jones Paul Rae Lochlyn Munro Richard GantFred Savage
3463,10622,一個好人,Crime Action Comedy,journalist martial arts cook drug dealer,Jackie Chan Richard Norton Miki Lee Gabrielle Fitzpatrick Karen McLymont,Sammo Hung,Crime Action Comedy journalist martial arts cook drug dealer Jackie Chan Richard Norton Miki Lee Gabrielle Fitzpatrick Karen McLymontSammo Hung
3464,13370,A Mighty Wind,Comedy Music,mockumentary folk singer,Bob Balaban Christopher Guest John Michael Higgins Eugene Levy Jane Lynch,Christopher Guest,Comedy Music mockumentary folk singer Bob Balaban Christopher Guest John Michael Higgins Eugene Levy Jane LynchChristopher Guest
3465,11191,Mystic Pizza,Comedy Drama Romance,independent film commitment lobster portuguese american,Annabeth Gish Julia Roberts Lili Taylor Vincent D'Onofrio William R. Moses,Donald Petrie,Comedy Drama Romance independent film commitment lobster portuguese american Annabeth Gish Julia Roberts Lili Taylor Vincent D'Onofrio William R. MosesDonald Petrie
3466,10215,Sliding Doors,Comedy Drama Fantasy Romance,double life commercial fantasy chance marketing,Gwyneth Paltrow John Hannah John Lynch Jeanne Tripplehorn Zara Turner,Peter Howitt,Comedy Drama Fantasy Romance double life commercial fantasy chance marketing Gwyneth Paltrow John Hannah John Lynch Jeanne Tripplehorn Zara TurnerPeter Howitt
3467,25066,Tales from the Hood,Crime Horror Thriller,prison child abuse ku klux klan police brutality ghetto,Clarence Williams III Corbin Bernsen David Alan Grier Wings Hauser Duane Whitaker,Rusty Cundieff,Crime Horror Thriller prison child abuse ku klux klan police brutality ghetto Clarence Williams III Corbin Bernsen David Alan Grier Wings Hauser Duane WhitakerRusty Cundieff
3468,1523,The Last King of Scotland,Drama,dictator 1970s general kidnapping naivety,Forest Whitaker James McAvoy Simon McBurney Gillian Anderson Kerry Washington,Kevin Macdonald,Drama dictator 1970s general kidnapping naivety Forest Whitaker James McAvoy Simon McBurney Gillian Anderson Kerry WashingtonKevin Macdonald
3469,11361,Halloween 5: The Revenge of Michael Myers,Horror Thriller,sheriff barn black sequel boogeyman,Donald Pleasence Danielle Harris Ellie Cornell Beau Starr Don Shanks,Dominique Othenin-Girard,Horror Thriller sheriff barn black sequel boogeyman Donald Pleasence Danielle Harris Ellie Cornell Beau Starr Don ShanksDominique Othenin-Girard
3470,92591,Bernie,Comedy Crime Drama,prison visit funeral director funeral home amateur theater embezzlement,Jack Black Shirley MacLaine Matthew McConaughey Brady Coleman Tommy G. Kendrick,Richard Linklater,Comedy Crime Drama prison visit funeral director funeral home amateur theater embezzlement Jack Black Shirley MacLaine Matthew McConaughey Brady Coleman Tommy G. KendrickRichard Linklater
3471,57612,Dolphins and Whales: Tribes of the Ocean,Documentary,dolphin whale killer whale imax 3d,Daryl Hannah Charlotte Rampling,Jean-Jacques Mantello,Documentary dolphin whale killer whale imax 3d Daryl Hannah Charlotte RamplingJean-Jacques Mantello
3472,12509,Pollock,Drama Romance,artist success relationship problems alcoholism independent film,Ed Harris Marcia Gay Harden Tom Bower Jennifer Connelly Bud Cort,Ed Harris,Drama Romance artist success relationship problems alcoholism independent film Ed Harris Marcia Gay Harden Tom Bower Jennifer Connelly Bud CortEd Harris
3473,15256,200 Cigarettes,Comedy Drama Romance,new year's eve independent film relationship woman director lower east side,Ben Affleck Casey Affleck Dave Chappelle Kate Hudson Janeane Garofalo,Risa Bramon Garcia,Comedy Drama Romance new year's eve independent film relationship woman director lower east side Ben Affleck Casey Affleck Dave Chappelle Kate Hudson Janeane GarofaloRisa Bramon Garcia
3474,83686,The Words,Drama Thriller,plagiarized book stolen novel plagiarized novel aspiring writer,Bradley Cooper Zoe Saldana Jeremy Irons Dennis Quaid Olivia Wilde,Brian Klugman,Drama Thriller plagiarized book stolen novel plagiarized novel aspiring writer Bradley Cooper Zoe Saldana Jeremy Irons Dennis Quaid Olivia WildeBrian Klugman
3475,80304,Casa De Mi Padre,Comedy Western,mexico organized crime drug lord padre aftercreditsstinger,Will Ferrell Gael Garc\u00eda Bernal G\u00e9nesis Rodr\u00edguez Diego Luna Efren Ramirez,Matt Piedmont,Comedy Western mexico organized crime drug lord padre aftercreditsstinger Will Ferrell Gael Garc\u00eda Bernal G\u00e9nesis Rodr\u00edguez Diego Luna Efren RamirezMatt Piedmont
3476,28053,City Island,Drama Comedy,secret fetishism stripper family secrets convict,Andy Garc\u00eda Julianna Margulies Steven Strait Dominik Garc\u00eda-Lorido Ezra Miller,Raymond De Felitta,Drama Comedy secret fetishism stripper family secrets convict Andy Garc\u00eda Julianna Margulies Steven Strait Dominik Garc\u00eda-Lorido Ezra MillerRaymond De Felitta
3477,67913,The Guard,Action Comedy Thriller Crime,prostitute blackmail drug smuggle rural ireland dry humour,Brendan Gleeson Don Cheadle Liam Cunningham Mark Strong Katarina Cas,John Michael McDonagh,Action Comedy Thriller Crime prostitute blackmail drug smuggle rural ireland dry humour Brendan Gleeson Don Cheadle Liam Cunningham Mark Strong Katarina CasJohn Michael McDonagh
3478,13991,College,Comedy,sexuality college girlfriend vomit celebration,Drake Bell Andrew Caldwell Andree Moss Carolyn Moss Wendy Talley,Deb Hagan,Comedy sexuality college girlfriend vomit celebration Drake Bell Andrew Caldwell Andree Moss Carolyn Moss Wendy TalleyDeb Hagan
3479,1443,The Virgin Suicides,Drama Romance,michigan 1970s youth family woman director,James Woods Kathleen Turner Kirsten Dunst Josh Hartnett Michael Par\u00e9,Sofia Coppola,Drama Romance michigan 1970s youth family woman director James Woods Kathleen Turner Kirsten Dunst Josh Hartnett Michael Par\u00e9Sofia Coppola
3480,8545,Little Voice,Comedy Drama,parents kids relationship voice loneliness independent film singer,Brenda Blethyn Michael Caine Ewan McGregor Jane Horrocks Jim Broadbent,Mark Herman,Comedy Drama parents kids relationship voice loneliness independent film singer Brenda Blethyn Michael Caine Ewan McGregor Jane Horrocks Jim BroadbentMark Herman
3481,19556,Miss March,Comedy Romance,sex first time virgin road trip playboy,Zach Cregger Trevor Moore Raquel Alessi Craig Robinson Molly Stanton,Zach Cregger,Comedy Romance sex first time virgin road trip playboy Zach Cregger Trevor Moore Raquel Alessi Craig Robinson Molly StantonZach Cregger
3482,231576,Wish I Was Here,Drama Comedy,jew independent film homeschooling family struggling actor,Zach Braff Kate Hudson Joey King Pierce Gagnon Donald Faison,Zach Braff,Drama Comedy jew independent film homeschooling family struggling actor Zach Braff Kate Hudson Joey King Pierce Gagnon Donald FaisonZach Braff
3483,16172,Simply Irresistible,Comedy,restaurant department store kitchen love crab,Sarah Michelle Gellar Sean Patrick Flanery Dylan Baker Patricia Clarkson Lawrence Gilliard Jr.,Mark Tarlov,Comedy restaurant department store kitchen love crab Sarah Michelle Gellar Sean Patrick Flanery Dylan Baker Patricia Clarkson Lawrence Gilliard Jr.Mark Tarlov
3484,13403,Hedwig and the Angry Inch,Comedy Music,transvestism gay sex singer transgender,John Cameron Mitchell Miriam Shor Stephen Trask Theodore Liscinski Rob Campbell,John Cameron Mitchell,Comedy Music transvestism gay sex singer transgender John Cameron Mitchell Miriam Shor Stephen Trask Theodore Liscinski Rob CampbellJohn Cameron Mitchell
3485,15797,Only the Strong,Action,,Mark Dacascos Geoffrey Lewis Stacey Travis Paco Christian Prieto Todd Susman,Sheldon Lettich,Action  Mark Dacascos Geoffrey Lewis Stacey Travis Paco Christian Prieto Todd SusmanSheldon Lettich
3486,347764,Goddess of Love,Mystery Drama Thriller Horror,,Alexis Kendra Elizabeth Sandy Monda Scott Woody Naismith Ray Grady,Jon Knautz,Mystery Drama Thriller Horror  Alexis Kendra Elizabeth Sandy Monda Scott Woody Naismith Ray GradyJon Knautz
3487,13537,Shattered Glass,Drama History,,Hayden Christensen Peter Sarsgaard Chlo\u00eb Sevigny Rosario Dawson Melanie Lynskey,Billy Ray,Drama History  Hayden Christensen Peter Sarsgaard Chlo\u00eb Sevigny Rosario Dawson Melanie LynskeyBilly Ray
3488,20794,Novocaine,Comedy Crime Thriller,murder independent film drug dentist,Chelcie Ross Steve Martin Laura Dern Lynne Thigpen Polly Noonan,David Atkins,Comedy Crime Thriller murder independent film drug dentist Chelcie Ross Steve Martin Laura Dern Lynne Thigpen Polly NoonanDavid Atkins
3489,31064,The Business of Strangers,Drama Thriller,rape sex airport authority assistant,Julia Stiles Stockard Channing Frederick Weller Marcus Giamatti Jack Hallett,Patrick Stettner,Drama Thriller rape sex airport authority assistant Julia Stiles Stockard Channing Frederick Weller Marcus Giamatti Jack HallettPatrick Stettner
